"title","date","dateavailable","unitype","areainfeet","numberbedrooms","image","price","location","url"
"1 Bedroom Suites","2020-12-11T23:23:41.000Z",,"apartment",0,1,"https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/nYsAAOSwdVtgInCZ/$_57.JPG",830,"1200/1600 rue Decarie & 1205/1595 rue Ouimet, Montreal, QC, H4L 3N3","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-bedroom-suites/1540770789"
"VILLAGE PARK 2 - MODUGNO - VSL","2020-06-11T03:36:44.000Z",,"apartment",0,1,"https://i.ebayimg.com/00/s/OTYwWDEyODA=/z/9lAAAOSwwGle4abG/$_57.JPG",850,"2525 Modugno, Montreal, QC, H4R 1X6","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/village-park-2-modugno-vsl/1505845332"
"VILLAGE BELMOND- VSL- 514-316-0320","2020-06-11T03:35:02.000Z",,"apartment",0,1,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/VIQAAOSwDAxe7dEj/$_57.JPG",850,"1420 Quenneville, Saint Laurent, QC, H1N 1V7","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/village-belmond-vsl-514-316-0320/1505844979"
"4 1/2 a Villeray","2021-03-04T17:35:45.000Z","2021-07-01T00:00:00.000Z","apartment",800,1,"https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/BvoAAOSwzu9gQRgc/$_57.JPG",865,"8106 Avenue de Gaspé, Montréal, QC H2P 2J8, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-a-villeray/1553836716"
"1 CHAMBRE - 514-612-7920","2020-06-11T03:35:16.000Z",,"apartment",0,2,"https://i.ebayimg.com/00/s/OTYwWDEyODA=/z/4bsAAOSwlEZe4aZp/$_57.JPG",875,"7920 Cote St-Luc, Cote St-Luc, QC, H4W 1R3","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-chambre-514-612-7920/1505845025"
"514-612-7910- 1 BDRM– HEATING & HOT WATER INCLUDED","2020-06-11T03:35:16.000Z",,"apartment",0,1,"https://i.ebayimg.com/00/s/OTYwWDEyODA=/z/0ooAAOSwS4Ve4aZt/$_57.JPG",875,"7910 Cote St-Luc, Cote St-Luc, QC, H4W 1R2","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/514-612-7910-1-bdrm-heating-hot-water-included/1505845024"
"Immediate Lease Transfer of Studio/Bachelor apartment","2021-02-24T14:16:25.000Z","2021-03-01T00:00:00.000Z","condo",360,0,"https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/AI8AAOSwYvpgOAxi/$_57.JPG",893,"2525 Boul Cavendish, Montréal, QC H4B 2Y6, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/immediate-lease-transfer-of-studio-bachelor-apartment/1552541930"
"Beau 41/2 à Duvernay","2021-03-04T14:32:29.000Z","2021-07-01T00:00:00.000Z","condo",750,2,"https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/c8MAAOSwPFhgQO8Z/$_57.JPG",895,"655 Rue de Brest, Laval, QC H7G 3R5, Canada","https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/beau-41-2-a-duvernay/1553804368"
"DECEMBER - PIERREFONDS / KIRKLAND -  ALL INCLUDED","2020-06-11T03:35:15.000Z",,"apartment",0,1,"https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/MKsAAOSw-MpgKDFT/$_57.JPG",900,"4875 des Erables, Pierrefonds, QC, H9J 2W4","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/december-pierrefonds-kirkland-all-included/1505845022"
"514-856-0038- 1 CHAMBRE  @ VSL","2020-06-10T22:22:27.000Z",,"apartment",0,1,"https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/nJYAAOSw3wZe4V0a/$_57.JPG",900,"975 Du Ruisseau, Saint Laurent, QC, H4L 1E2","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/514-856-0038-1-chambre-vsl/1505770339"
"un grand 3 1/2, Rosemont, dernier étage, frigo,poêle","2021-03-04T17:09:24.000Z","2021-07-01T00:00:00.000Z","apartment",750,1,"https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/iekAAOSwxjZgQRNK/$_57.JPG",915,"5275 Rue de Bellechasse, Montréal, QC H1T 2A8, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/un-grand-3-1-2-rosemont-dernier-etage-frigo-poele/1553831860"
"VILLAGE GRAND - 1 bdrm. units - VSL - 514-900-0175","2020-06-11T03:35:03.000Z",,"apartment",0,1,"https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/GKQAAOSwv0pe4aZm/$_57.JPG",925,"175 Deguire, Ville St-Laurent, QC, H4N 1P1","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/village-grand-1-bdrm-units-vsl-514-900-0175/1505844983"
"Cession de bail appartement BERRY UQAM-Champ de mars","2021-01-07T01:20:08.000Z","2021-01-31T05:00:00.000Z","apartment",1,0,"https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/GHQAAOSwp~xf9mGd/$_57.JPG",935,"1043 R. Saint-Denis, Montréal, QC H2X 3H9, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-de-bail-appartement-berry-uqam-champ-de-mars/1544828062"
"Cession de Bail, Appartement Berry UQAM/Champ de Mars","2021-01-03T22:28:59.000Z","2021-01-31T05:00:00.000Z","apartment",1,0,"https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/yUsAAOSwMoBf8kTn/$_57.JPG",935,"1043 R. Saint-Denis, Montréal, QC H2X 3H9, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-de-bail-appartement-berry-uqam-champ-de-mars/1544317454"
"Superbe 3 1/2 Rénové à neuf ! 10 Min Métro St-Michel ! Juillet !","2021-03-04T17:04:25.000Z","2021-06-30T04:00:00.000Z","apartment",550,1,"https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/plAAAOSw-F5gQRO0/$_57.JPG",940,"6709 12e Avenue, Montréal, QC H1X 3B2, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-3-1-2-renove-a-neuf-10-min-metro-st-michel-juillet/1553830930"
"CDN - Beau et grand 4 1/2","2021-03-04T18:19:25.000Z","2021-04-01T00:00:00.000Z","apartment",900,2,"https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/4a0AAOSwXbNgQSNV/$_57.JPG",950,"4955 Édouard-Montpetit, Cote-des-Neiges H3W 1R1 QC","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cdn-beau-et-grand-4-1-2/1553844484"
"31/2 condo for rent","2021-03-04T18:05:43.000Z","2021-04-01T04:00:00.000Z","condo",500,1,"https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/LTMAAOSw-npgQR~Y/$_57.JPG",950,"7215 Avenue Wiseman, Montréal, QC H3N 2N5, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/31-2-condo-for-rent/1553842028"
"5 1/2 a louer","2021-03-04T12:15:39.000Z","2021-07-01T00:00:00.000Z","apartment",1,3,"https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Wi8AAOSwEaxgQMqM/$_57.JPG",950,"4353 Avenue de la Renaissance, Laval, QC H7L 5H3, Canada","https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/5-1-2-a-louer/1553790554"
"CSC 1 BDRM  CLOSE TO HOSPITALS 514-700-3501","2020-06-11T03:35:19.000Z",,"apartment",0,1,"https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/EdAAAOSwklZe4aZx/$_57.JPG",950,"3501 Cote Ste-Catherine, Montreal, QC, H3T 1Z8","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/csc-1-bdrm-close-to-hospitals-514-700-3501/1505845036"
"3 1/2 À DUVERNAY - BLOC BÉTON, BORD DE L'EAU, TOUT INCLUS","2021-02-04T20:18:21.000Z","2021-02-01T00:00:00.000Z","apartment",0,1,"https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/R3IAAOSwvm9gHFaI/$_57.JPG",975,"1700 boul. Lévesque est, Laval, QC, H7G 4Z2","https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-a-duvernay-bloc-beton-bord-de-leau-tout-inclus/1549521482"
"3 1/2 rénové, métro Frontenac, JUIN, électroménagers neufs","2021-03-04T17:42:31.000Z","2021-06-01T00:00:00.000Z","apartment",750,1,"https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ULsAAOSw3KtgQRse/$_57.JPG",995,"2530 Boul. de Maisonneuve E, Montréal, QC H2K 2G2, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-renove-metro-frontenac-juin-electromenagers-neufs/1553837943"
"2  Bedroom Suites","2020-12-08T09:20:21.000Z",,"apartment",0,2,"https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/QMIAAOSwXGxgInCZ/$_57.JPG",1045,"1200/1600 rue Decarie & 1205/1595 rue Ouimet, Montreal, QC, H4L 3N3","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-suites/1540155618"
